😀	داند پیسنا, دند پیسدی شکل, دی شکل
👩🏽‍❤‍👨🏽	بندہ, جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی رنگت آلی جلد, زنانی, پریم
👩🏽‍❤‍👨🏾	بندہ, جوڑا, درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پریم
👩🏽‍❤‍👨🏿	بندہ, جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی رنگت آلی جلد, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏾‍❤‍👨🏻	بندہ, جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی کالی رنگت آلی جلد, ہلکی رنگت آلی جلد, زنانی, پریم, ہلکی رنگت آلی جلد
👩🏾‍❤‍👨🏼	بندہ, جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد
👩🏾‍❤‍👨🏽	بندہ, جوڑا, درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی کالی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پریم
👩🏾‍❤‍👨🏾	بندہ, جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی کالی رنگت آلی جلد, زنانی, پریم
👩🏾‍❤‍👨🏿	بندہ, جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, درمیانی کالی رنگت آلی جلد, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏿‍❤‍👨🏻	بندہ, جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, کالی رنگت آلی جلد, ہلکی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد, ہلکی رنگت آلی جلد
👩🏿‍❤‍👨🏼	بندہ, جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👩🏿‍❤‍👨🏽	بندہ, جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, کالی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏿‍❤‍👨🏾	بندہ, جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏿‍❤‍👨🏿	بندہ, جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, بندہ, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏻‍❤‍👩🏻	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی رنگت آلی جلد, زنانی, پریم, ہلکی رنگت آلی جلد
👩🏻‍❤‍👩🏼	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد, ہلکی رنگت آلی جلد
👩🏻‍❤‍👩🏽	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی رنگت آلی جلد
👩🏻‍❤‍👩🏾	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پریم, ہلکی رنگت آلی جلد
👩🏻‍❤‍👩🏿	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی رنگت آلی جلد, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد, ہلکی رنگت آلی جلد
👩🏼‍❤‍👩🏻	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی درمیانی رنگت آلی جلد, ہلکی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد, ہلکی رنگت آلی جلد
👩🏼‍❤‍👩🏼	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد
👩🏼‍❤‍👩🏽	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد
👩🏼‍❤‍👩🏾	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد
👩🏼‍❤‍👩🏿	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, ہلکی درمیانی رنگت آلی جلد, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👩🏽‍❤‍👩🏻	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی رنگت آلی جلد, ہلکی رنگت آلی جلد, زنانی, پریم, ہلکی رنگت آلی جلد
👩🏽‍❤‍👩🏼	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد
👩🏽‍❤‍👩🏽	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی رنگت آلی جلد, زنانی, پریم
👩🏽‍❤‍👩🏾	جوڑا, درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پریم
👩🏽‍❤‍👩🏿	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی رنگت آلی جلد, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏾‍❤‍👩🏻	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی کالی رنگت آلی جلد, ہلکی رنگت آلی جلد, زنانی, پریم, ہلکی رنگت آلی جلد
👩🏾‍❤‍👩🏼	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, ہلکی درمیانی رنگت آلی جلد
👩🏾‍❤‍👩🏽	جوڑا, درمیانی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی کالی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پریم
👩🏾‍❤‍👩🏾	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی کالی رنگت آلی جلد, زنانی, پریم
👩🏾‍❤‍👩🏿	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, درمیانی کالی رنگت آلی جلد, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏿‍❤‍👩🏻	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, کالی رنگت آلی جلد, ہلکی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد, ہلکی رنگت آلی جلد
👩🏿‍❤‍👩🏼	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👩🏿‍❤‍👩🏽	جوڑا, درمیانی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, کالی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏿‍❤‍👩🏾	جوڑا, درمیانی کالی رنگت آلی جلد, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
👩🏿‍❤‍👩🏿	جوڑا, دل نال جوڑا, دل نال جوڑا: زنانی, زنانی, کالی رنگت آلی جلد, زنانی, پریم, کالی رنگت آلی جلد
🧓	سیانے بالغ, غیر جانبدار-صنف, پرانا
🧓🏻	سیانے بالغ, سیانے بالغ: ہلکی رنگت آلی جلد, غیر جانبدار-صنف, پرانا, ہلکی رنگت آلی جلد
🧓🏼	سیانے بالغ, سیانے بالغ: ہلکی درمیانی رنگت آلی جلد, غیر جانبدار-صنف, پرانا, ہلکی درمیانی رنگت آلی جلد
🧓🏽	درمیانی رنگت آلی جلد, سیانے بالغ, سیانے بالغ: درمیانی رنگت آلی جلد, غیر جانبدار-صنف, پرانا
🧓🏾	درمیانی کالی رنگت آلی جلد, سیانے بالغ, سیانے بالغ: درمیانی کالی رنگت آلی جلد, غیر جانبدار-صنف, پرانا
🧓🏿	سیانے بالغ, سیانے بالغ: کالی رنگت آلی جلد, غیر جانبدار-صنف, پرانا, کالی رنگت آلی جلد
👴	بندہ, بڈھا بندا, پرانا
👴🏻	بندہ, بڈھا بندا, بڈھا بندا: ہلکی رنگت آلی جلد, پرانا, ہلکی رنگت آلی جلد
👴🏼	بندہ, بڈھا بندا, بڈھا بندا: ہلکی درمیانی رنگت آلی جلد, پرانا, ہلکی درمیانی رنگت آلی جلد
👴🏽	بندہ, بڈھا بندا, بڈھا بندا: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, پرانا
👴🏾	بندہ, بڈھا بندا, بڈھا بندا: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, پرانا
👴🏿	بندہ, بڈھا بندا, بڈھا بندا: کالی رنگت آلی جلد, پرانا, کالی رنگت آلی جلد
👵	بڈھی زنانی, زنانی, پرانا
👵🏻	بڈھی زنانی, بڈھی زنانی: ہلکی رنگت آلی جلد, زنانی, پرانا, ہلکی رنگت آلی جلد
👵🏼	بڈھی زنانی, بڈھی زنانی: ہلکی درمیانی رنگت آلی جلد, زنانی, پرانا, ہلکی درمیانی رنگت آلی جلد
👵🏽	بڈھی زنانی, بڈھی زنانی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, پرانا
👵🏾	بڈھی زنانی, بڈھی زنانی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, پرانا
👵🏿	بڈھی زنانی, بڈھی زنانی: کالی رنگت آلی جلد, زنانی, پرانا, کالی رنگت آلی جلد
🙍	اشارہ, تیوری آلا بندہ, تیوری چڑھونا
🙍🏻	اشارہ, تیوری آلا بندہ, تیوری آلا بندہ: ہلکی رنگت آلی جلد, تیوری چڑھونا, ہلکی رنگت آلی جلد
🙍🏼	اشارہ, تیوری آلا بندہ, تیوری آلا بندہ: ہلکی درمیانی رنگت آلی جلد, تیوری چڑھونا, ہلکی درمیانی رنگت آلی جلد
🙍🏽	اشارہ, تیوری آلا بندہ, تیوری آلا بندہ: درمیانی رنگت آلی جلد, تیوری چڑھونا, درمیانی رنگت آلی جلد
🙍🏾	اشارہ, تیوری آلا بندہ, تیوری آلا بندہ: درمیانی کالی رنگت آلی جلد, تیوری چڑھونا, درمیانی کالی رنگت آلی جلد
🙍🏿	اشارہ, تیوری آلا بندہ, تیوری آلا بندہ: کالی رنگت آلی جلد, تیوری چڑھونا, کالی رنگت آلی جلد
🙍‍♂	اشارہ, بندہ, تیوری چڑھاندا بندہ, تیوری چڑھاندیاں ہوئیاں
🙍🏻‍♂	اشارہ, بندہ, تیوری چڑھاندا بندہ, تیوری چڑھاندا بندہ: ہلکی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, ہلکی رنگت آلی جلد
🙍🏼‍♂	اشارہ, بندہ, تیوری چڑھاندا بندہ, تیوری چڑھاندا بندہ: ہلکی درمیانی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, ہلکی درمیانی رنگت آلی جلد
🙍🏽‍♂	اشارہ, بندہ, تیوری چڑھاندا بندہ, تیوری چڑھاندا بندہ: درمیانی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, درمیانی رنگت آلی جلد
🙍🏾‍♂	اشارہ, بندہ, تیوری چڑھاندا بندہ, تیوری چڑھاندا بندہ: درمیانی کالی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, درمیانی کالی رنگت آلی جلد
🙍🏿‍♂	اشارہ, بندہ, تیوری چڑھاندا بندہ, تیوری چڑھاندا بندہ: کالی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, کالی رنگت آلی جلد
🙍‍♀	اشارہ, تیوری چڑھاندی زنانی, تیوری چڑھاندیاں ہوئیاں, زنانی
🙍🏻‍♀	اشارہ, تیوری چڑھاندی زنانی, تیوری چڑھاندی زنانی: ہلکی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, زنانی, ہلکی رنگت آلی جلد
🙍🏼‍♀	اشارہ, تیوری چڑھاندی زنانی, تیوری چڑھاندی زنانی: ہلکی درمیانی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, زنانی, ہلکی درمیانی رنگت آلی جلد
🙍🏽‍♀	اشارہ, تیوری چڑھاندی زنانی, تیوری چڑھاندی زنانی: درمیانی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, درمیانی رنگت آلی جلد, زنانی
🙍🏾‍♀	اشارہ, تیوری چڑھاندی زنانی, تیوری چڑھاندی زنانی: درمیانی کالی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, درمیانی کالی رنگت آلی جلد, زنانی
🙍🏿‍♀	اشارہ, تیوری چڑھاندی زنانی, تیوری چڑھاندی زنانی: کالی رنگت آلی جلد, تیوری چڑھاندیاں ہوئیاں, زنانی, کالی رنگت آلی جلد
🙎	اشارہ, لٹکیا ہوئیا بندہ, منہ بسورنا
🙎🏻	اشارہ, لٹکیا ہوئیا بندہ, لٹکیا ہوئیا بندہ: ہلکی رنگت آلی جلد, منہ بسورنا, ہلکی رنگت آلی جلد
🙎🏼	اشارہ, لٹکیا ہوئیا بندہ, لٹکیا ہوئیا بندہ: ہلکی درمیانی رنگت آلی جلد, منہ بسورنا, ہلکی درمیانی رنگت آلی جلد
🙎🏽	اشارہ, درمیانی رنگت آلی جلد, لٹکیا ہوئیا بندہ, لٹکیا ہوئیا بندہ: درمیانی رنگت آلی جلد, منہ بسورنا
🙎🏾	اشارہ, درمیانی کالی رنگت آلی جلد, لٹکیا ہوئیا بندہ, لٹکیا ہوئیا بندہ: درمیانی کالی رنگت آلی جلد, منہ بسورنا
🙎🏿	اشارہ, لٹکیا ہوئیا بندہ, لٹکیا ہوئیا بندہ: کالی رنگت آلی جلد, منہ بسورنا, کالی رنگت آلی جلد
🙎‍♂	اشارہ, بندہ, منہ بسوردا بندہ, منہ بسورنا
🙎🏻‍♂	اشارہ, بندہ, منہ بسوردا بندہ, منہ بسوردا بندہ: ہلکی رنگت آلی جلد, منہ بسورنا, ہلکی رنگت آلی جلد
🙎🏼‍♂	اشارہ, بندہ, منہ بسوردا بندہ, منہ بسوردا بندہ: ہلکی درمیانی رنگت آلی جلد, منہ بسورنا, ہلکی درمیانی رنگت آلی جلد
🙎🏽‍♂	اشارہ, بندہ, درمیانی رنگت آلی جلد, منہ بسوردا بندہ, منہ بسوردا بندہ: درمیانی رنگت آلی جلد, منہ بسورنا
🙎🏾‍♂	اشارہ, بندہ, درمیانی کالی رنگت آلی جلد, منہ بسوردا بندہ, منہ بسوردا بندہ: درمیانی کالی رنگت آلی جلد, منہ بسورنا
🙎🏿‍♂	اشارہ, بندہ, منہ بسوردا بندہ, منہ بسوردا بندہ: کالی رنگت آلی جلد, منہ بسورنا, کالی رنگت آلی جلد
🙎‍♀	اشارہ, زنانی, منہ بسوردی زنانی, منہ بسورنا
🙎🏻‍♀	اشارہ, زنانی, منہ بسوردی زنانی, منہ بسوردی زنانی: ہلکی رنگت آلی جلد, منہ بسورنا, ہلکی رنگت آلی جلد
🙎🏼‍♀	اشارہ, زنانی, منہ بسوردی زنانی, منہ بسوردی زنانی: ہلکی درمیانی رنگت آلی جلد, منہ بسورنا, ہلکی درمیانی رنگت آلی جلد
🙎🏽‍♀	اشارہ, درمیانی رنگت آلی جلد, زنانی, منہ بسوردی زنانی, منہ بسوردی زنانی: درمیانی رنگت آلی جلد, منہ بسورنا
🙎🏾‍♀	اشارہ, درمیانی کالی رنگت آلی جلد, زنانی, منہ بسوردی زنانی, منہ بسوردی زنانی: درمیانی کالی رنگت آلی جلد, منہ بسورنا
🙎🏿‍♀	اشارہ, زنانی, منہ بسوردی زنانی, منہ بسوردی زنانی: کالی رنگت آلی جلد, منہ بسورنا, کالی رنگت آلی جلد
🙅	اشارہ, بندہ نہیں دا اشارہ کر دیاں ہوئیاں, حرام, ممنوع کیتا, نہیں, ہتھ
🙅🏻	اشارہ, بندہ نہیں دا اشارہ کر دیاں ہوئیاں, بندہ نہیں دا اشارہ کر دیاں ہوئیاں: ہلکی رنگت آلی جلد, حرام, ممنوع کیتا, نہیں, ہتھ, ہلکی رنگت آلی جلد
🙅🏼	اشارہ, بندہ نہیں دا اشارہ کر دیاں ہوئیاں, بندہ نہیں دا اشارہ کر دیاں ہوئیاں: ہلکی درمیانی رنگت آلی جلد, حرام, ممنوع کیتا, نہیں, ہتھ, ہلکی درمیانی رنگت آلی جلد
🙅🏽	اشارہ, بندہ نہیں دا اشارہ کر دیاں ہوئیاں, بندہ نہیں دا اشارہ کر دیاں ہوئیاں: درمیانی رنگت آلی جلد, حرام, درمیانی رنگت آلی جلد, ممنوع کیتا, نہیں, ہتھ
🙅🏾	اشارہ, بندہ نہیں دا اشارہ کر دیاں ہوئیاں, بندہ نہیں دا اشارہ کر دیاں ہوئیاں: درمیانی کالی رنگت آلی جلد, حرام, درمیانی کالی رنگت آلی جلد, ممنوع کیتا, نہیں, ہتھ
🙅🏿	اشارہ, بندہ نہیں دا اشارہ کر دیاں ہوئیاں, بندہ نہیں دا اشارہ کر دیاں ہوئیاں: کالی رنگت آلی جلد, حرام, ممنوع کیتا, نہیں, کالی رنگت آلی جلد, ہتھ
🙅‍♂	اشارہ, بندہ, حرام, ممنوع کیتا, نہیں, نہیں دا اشارہ کردا بندہ, ہتھ
🙅🏻‍♂	اشارہ, بندہ, حرام, ممنوع کیتا, نہیں, نہیں دا اشارہ کردا بندہ, نہیں دا اشارہ کردا بندہ: ہلکی رنگت آلی جلد, ہتھ, ہلکی رنگت آلی جلد
🙅🏼‍♂	اشارہ, بندہ, حرام, ممنوع کیتا, نہیں, نہیں دا اشارہ کردا بندہ, نہیں دا اشارہ کردا بندہ: ہلکی درمیانی رنگت آلی جلد, ہتھ, ہلکی درمیانی رنگت آلی جلد
🙅🏽‍♂	اشارہ, بندہ, حرام, درمیانی رنگت آلی جلد, ممنوع کیتا, نہیں, نہیں دا اشارہ کردا بندہ, نہیں دا اشارہ کردا بندہ: درمیانی رنگت آلی جلد, ہتھ
🙅🏾‍♂	اشارہ, بندہ, حرام, درمیانی کالی رنگت آلی جلد, ممنوع کیتا, نہیں, نہیں دا اشارہ کردا بندہ, نہیں دا اشارہ کردا بندہ: درمیانی کالی رنگت آلی جلد, ہتھ
🙅🏿‍♂	اشارہ, بندہ, حرام, ممنوع کیتا, نہیں, نہیں دا اشارہ کردا بندہ, نہیں دا اشارہ کردا بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہتھ
🙅‍♀	اشارہ, حرام, زنانی, ممنوع کیتا, نہیں, نہیں دا اشارہ کردی زنانی, ہتھ
🙅🏻‍♀	اشارہ, حرام, زنانی, ممنوع کیتا, نہیں, نہیں دا اشارہ کردی زنانی, نہیں دا اشارہ کردی زنانی: ہلکی رنگت آلی جلد, ہتھ, ہلکی رنگت آلی جلد
🙅🏼‍♀	اشارہ, حرام, زنانی, ممنوع کیتا, نہیں, نہیں دا اشارہ کردی زنانی, نہیں دا اشارہ کردی زنانی: ہلکی درمیانی رنگت آلی جلد, ہتھ, ہلکی درمیانی رنگت آلی جلد
🙅🏽‍♀	اشارہ, حرام, درمیانی رنگت آلی جلد, زنانی, ممنوع کیتا, نہیں, نہیں دا اشارہ کردی زنانی, نہیں دا اشارہ کردی زنانی: درمیانی رنگت آلی جلد, ہتھ
🙅🏾‍♀	اشارہ, حرام, درمیانی کالی رنگت آلی جلد, زنانی, ممنوع کیتا, نہیں, نہیں دا اشارہ کردی زنانی, نہیں دا اشارہ کردی زنانی: درمیانی کالی رنگت آلی جلد, ہتھ
🙅🏿‍♀	اشارہ, حرام, زنانی, ممنوع کیتا, نہیں, نہیں دا اشارہ کردی زنانی, نہیں دا اشارہ کردی زنانی: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہتھ
🙆	اشارہ, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں, ٹھیک اے, ہتھ
🙆🏻	اشارہ, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں: ہلکی رنگت آلی جلد, ٹھیک اے, ہتھ, ہلکی رنگت آلی جلد
🙆🏼	اشارہ, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں: ہلکی درمیانی رنگت آلی جلد, ٹھیک اے, ہتھ, ہلکی درمیانی رنگت آلی جلد
🙆🏽	اشارہ, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, ٹھیک اے, ہتھ
🙆🏾	اشارہ, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, ٹھیک اے, ہتھ
🙆🏿	اشارہ, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں, بندہ ٹھیک اے دا اشارہ کر دیاں ہوئیاں: کالی رنگت آلی جلد, ٹھیک اے, کالی رنگت آلی جلد, ہتھ
🙆‍♂	اشارہ, بندہ, ٹھیک اے, ٹھیک اے دا اشارہ کردا بندہ, ہتھ
🙆🏻‍♂	اشارہ, بندہ, ٹھیک اے, ٹھیک اے دا اشارہ کردا بندہ, ٹھیک اے دا اشارہ کردا بندہ: ہلکی رنگت آلی جلد, ہتھ, ہلکی رنگت آلی جلد
🙆🏼‍♂	اشارہ, بندہ, ٹھیک اے, ٹھیک اے دا اشارہ کردا بندہ, ٹھیک اے دا اشارہ کردا بندہ: ہلکی درمیانی رنگت آلی جلد, ہتھ, ہلکی درمیانی رنگت آلی جلد
🙆🏽‍♂	اشارہ, بندہ, درمیانی رنگت آلی جلد, ٹھیک اے, ٹھیک اے دا اشارہ کردا بندہ, ٹھیک اے دا اشارہ کردا بندہ: درمیانی رنگت آلی جلد, ہتھ
🙆🏾‍♂	اشارہ, بندہ, درمیانی کالی رنگت آلی جلد, ٹھیک اے, ٹھیک اے دا اشارہ کردا بندہ, ٹھیک اے دا اشارہ کردا بندہ: درمیانی کالی رنگت آلی جلد, ہتھ
🙆🏿‍♂	اشارہ, بندہ, ٹھیک اے, ٹھیک اے دا اشارہ کردا بندہ, ٹھیک اے دا اشارہ کردا بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہتھ
🙆‍♀	اشارہ, زنانی, ٹھیک اے, ٹھیک اے دا اشارہ کردی زنانی, ہتھ
🙆🏻‍♀	اشارہ, زنانی, ٹھیک اے, ٹھیک اے دا اشارہ کردی زنانی, ٹھیک اے دا اشارہ کردی زنانی: ہلکی رنگت آلی جلد, ہتھ, ہلکی رنگت آلی جلد
🙆🏼‍♀	اشارہ, زنانی, ٹھیک اے, ٹھیک اے دا اشارہ کردی زنانی, ٹھیک اے دا اشارہ کردی زنانی: ہلکی درمیانی رنگت آلی جلد, ہتھ, ہلکی درمیانی رنگت آلی جلد
🙆🏽‍♀	اشارہ, درمیانی رنگت آلی جلد, زنانی, ٹھیک اے, ٹھیک اے دا اشارہ کردی زنانی, ٹھیک اے دا اشارہ کردی زنانی: درمیانی رنگت آلی جلد, ہتھ
🙆🏾‍♀	اشارہ, درمیانی کالی رنگت آلی جلد, زنانی, ٹھیک اے, ٹھیک اے دا اشارہ کردی زنانی, ٹھیک اے دا اشارہ کردی زنانی: درمیانی کالی رنگت آلی جلد, ہتھ
🙆🏿‍♀	اشارہ, زنانی, ٹھیک اے, ٹھیک اے دا اشارہ کردی زنانی, ٹھیک اے دا اشارہ کردی زنانی: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہتھ
💁	تھپکی دینا, مدد, معلومات, ڈھیٹ, ہتھ, ہتھ نال تھپکی دیندا بندہ
💁🏻	تھپکی دینا, مدد, معلومات, ڈھیٹ, ہتھ, ہتھ نال تھپکی دیندا بندہ, ہتھ نال تھپکی دیندا بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
💁🏼	تھپکی دینا, مدد, معلومات, ڈھیٹ, ہتھ, ہتھ نال تھپکی دیندا بندہ, ہتھ نال تھپکی دیندا بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
💁🏽	تھپکی دینا, درمیانی رنگت آلی جلد, مدد, معلومات, ڈھیٹ, ہتھ, ہتھ نال تھپکی دیندا بندہ, ہتھ نال تھپکی دیندا بندہ: درمیانی رنگت آلی جلد
💁🏾	تھپکی دینا, درمیانی کالی رنگت آلی جلد, مدد, معلومات, ڈھیٹ, ہتھ, ہتھ نال تھپکی دیندا بندہ, ہتھ نال تھپکی دیندا بندہ: درمیانی کالی رنگت آلی جلد
💁🏿	تھپکی دینا, مدد, معلومات, ڈھیٹ, کالی رنگت آلی جلد, ہتھ, ہتھ نال تھپکی دیندا بندہ, ہتھ نال تھپکی دیندا بندہ: کالی رنگت آلی جلد
💁‍♂	بندہ, تھپکی دیندا مرد, تھپکی دیندا ہتھ, ڈھیٹ
💁🏻‍♂	بندہ, تھپکی دیندا مرد, تھپکی دیندا مرد: ہلکی رنگت آلی جلد, تھپکی دیندا ہتھ, ڈھیٹ, ہلکی رنگت آلی جلد
💁🏼‍♂	بندہ, تھپکی دیندا مرد, تھپکی دیندا مرد: ہلکی درمیانی رنگت آلی جلد, تھپکی دیندا ہتھ, ڈھیٹ, ہلکی درمیانی رنگت آلی جلد
